Postal_Code,Building_Name,Location_Description,latitude,longitude
900184,Ulu Pandan Park Connector,Level 1 At Park Shelter,1.2960425864981362,103.66065405382022
658072,Pavilion Park Playground,Level 1 At Park Shelter,1.402478314981986,103.97472366484652
900155,Ulu Pandan Park Connector,Level 1 At Shelter Opposite Beaverton Court,1.2444393392440838,103.96362060025464
787400,Thong Soon Green Playground,Level 1 At Park Shelter,1.2876169542940668,103.8285692562867
658771,Burgundy Crescent Playground,Level 1 At Park Shelter,1.3710803274283851,103.62546529596223
598399,Jalan Tekukor Playground,Level 1 At Park Shelter,1.4560337466060895,103.97627319859716
127581,West Coast Place Playground,Level 1 At Park Shelter,1.4507771429268936,103.86507457431813
598909,Greenridge Crescent Playground,Level 1 At Park Shelter,1.263058997342853,103.85149423090066
127928,West Coast Green Playground,Level 1 At Park Shelter,1.3301634912312994,103.80914236025205
577390,Shangri-la Playground,Level 1 At Park Shelter,1.4059878577897669,103.91868941551417
598157,Golden Rise Playground,Level 1 At Park Shelter,1.3392962339020436,103.97645226115193
900151,Irau Drive Playground,Level 1 At Park Shelter,1.4187125446913667,103.73791283656907
128995,Faber Heights Park,Level 1 At Park Shelter,1.3834066788467176,103.88396150318073
128729,Jalan Mas Kuning Playground,Level 1 At Park Shelter,1.4236057263041877,103.87302454069233
618445,Lakeside Grove Playground,Level 1 At Park Shelter,1.3410552878848305,103.88255383574845
596233,Cheng Soon Garden Playground,Level 1 At Park Shelter,1.3833063427220382,103.60471491013587
900150,Jalan Sendudok Park,Level 1 At Park Shelter Near Playground,1.2802068393548662,103.82777863332562
900155,Ulu Pandan Park Connector,Level 1 At Park Shelter,1.2444393392440838,103.96362060025464
276977,Mount Sinai Playground,Level 1 At Park Shelter,1.3256742716132395,103.61695177286224
598831,Highgate Walk Playground,Level 1 At Park Shelter,1.3012815555270179,103.65136468826792
900178,Ulu Sembawang Park Connector,Level 1 At Park Shelter,1.4329441065169009,103.91494960366283
900157,Springleaf Avenue Playground,Level 1 At Park Shelter,1.310977426179607,103.61924067900996
129205,Faber Heights Open Space,Level 1 At Park Shelter,1.460076334033931,103.94259766472072
900153,Thomson Green Playground,Level 1 At Park Shelter,1.4194831467709104,103.60654425316342
900185,Ulu Pandan Park Connector,Level 1 At Park Shelter,1.4182353336647515,103.97199665969087
900154,Sunset Way Playground,Level 1 At Park Shelter,1.2755615435751797,103.86689244479138
129290,Faber Hills Playground,Level 1 At Multi-Purpose Hall,1.2500206928313637,103.71558495173153
629814,Jurong Park Connector,Level 1 At Area F Shelter,1.2857765817485738,103.72500232706554
900156,Springside Park,Level 1 At Park Shelter,1.243933134689188,103.8729178154049
900152,Teacher's Estate Playground,Level 1 At Park Shelter,1.4499766091468094,103.68355361955628
387727,Lion City Sailors Training Centre,Level 1 Outside Office,1.305132503772045,103.72666409058402
387727,Lion City Sailors Training Centre,Level 1 Outside Gym,1.305132503772045,103.72666409058402
387727,Lion City Sailors Training Centre,Level 1 Beside Field,1.305132503772045,103.72666409058402
659589,SHATEC Institutes,Level 1 Beside Reception Counter (Approach Security Guard After Office Hours),1.3187083865752731,103.92172356669498
575665,,Level 1 Outside Dormitory,1.4361687297199364,103.78664665071553
575665,,Level 1 Outside First Aid Room,1.4361687297199364,103.78664665071553
415806,Greyform Building,Level 1 In Cupboard Outside FCC,1.2464538671458416,103.71351197601558
367950,Foreign Worker Dormitory,Level 1 Outside Management Office,1.4638226509661882,103.89759820109268
533750,Temporary Worker Dormitory,Level 1 Outside Management Office,1.2814257386072871,103.75349340007482
138498,,Level 1 Lift Lobby,1.3664342736786241,103.73204475628445
768724,,Level 1 Lift Lobby (Approach Security for Assistance),1.2643127414270825,103.69417466318285
758207,Hulett Dormitory,Level 1 Inside FCC (Approach Security For Assistance),1.2544423836709033,103.71862722041416
637509,Seatown Industrial Centre,Level 1 Guard Post (Approach Security For Assistance),1.2522885543677507,103.7664591517662
637097,,Level 1 Inside Office,1.3867329464371811,103.87367909784885
636946,Tuas South Dormitory,Level 1 Inside FCC (Approach Security For Assistance),1.388391702586146,103.73274504971026
628071,,Level 1 Outside Office,1.3794547935431076,103.64628877775365
619267,Temporary Workers Dormitory,Level 1 Outside Security Office (Approach Security For Assistance),1.462890564762656,103.79150463593537
619267,Temporary Workers Dormitory,Level 1 Dormitory Block 20,1.462890564762656,103.79150463593537
608596,Westlite Toh Guan Dormitory,Level 1 Lift Lobby (Approach Security For Assistance),1.3202319766410513,103.89983232807721
698924,Sungei Tengah Lodge,Level 1 Inside FCC (Set A),1.3835650437376479,103.78031677076515
698924,Sungei Tengah Lodge,Level 1 Inside FCC (Set B),1.3835650437376479,103.78031677076515
519291,Vue 8 Residence,Level 1 Inside Guardhouse,1.3580515762079164,103.69405641339485
436904,Casuarina Cove,Level 1 Inside Guardhouse,1.2873843157668872,103.74113154483427
310196,196 Golden Clover,Level 1 Lift Lobby A,1.2815770858712836,103.78720547484996
648156,Lakeville,Level 1 Inside Guardhouse,1.4529985604846356,103.75692005711701
58282,Riverside Point,Level 2 Right Wing Reception Counter,1.3459961427442537,103.6351725465953
58282,Riverside Point,"Level 1 Left Wing Beside #01-05 Side Door, Behind Escalator",1.3459961427442537,103.6351725465953
486992,Apollo Gardens,Level 1 Outside Apollo Gardens,1.2841209120331112,103.73571880697664
769201,,Level 1 Outside Office,1.3011933708485595,103.63773779619446
259756,NUS Bukit Timah Campus,Level 1 Block B Inside Gym,1.4013955339632589,103.78302626638876
509733,Avila Gardens,"Level 5, Blk 13, Inside #05-04",1.2323894506832638,103.9439558478022
498765,I-Lofts @ Changi,"Level 2, #01-02, Inside Office",1.368935037410378,103.82544544206046
528523,Our Tampines Hub,"Level B1 Lift Lobby A, Next To Playground",1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,Level 1 Central Plaza Pillar,1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,Level 1 Inside Arena Bicycle Bay,1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,Level 1 Near Town Square Gate 11 To Stadium,1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,Level 1 On Walls Outside Gate 1,1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,Level 2 Inside Festive Arts Theatre,1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,"Level 2 Outside Lift Lobby F, Along Walkway",1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,Level 2 Inside Team Sports Hall,1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,"Level 4 Outside Lift Lobby F, Along Walkway",1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,"Level 5 Outside Lift Lobby F, Along Walkway",1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,"Level 5 Outside Lift Lobby J, Along Walkway",1.4020363280889476,103.81735415900243
462153,153B Bedok South Horizon,Level 1 Lift Lobby A,1.286775655842749,103.72870698465825
463152,152C Bedok South Horizon,Level 1 Lift Lobby A,1.3894048590345744,103.69111700074761
461154,154A Bedok South Horizon,Level 1 Lift Lobby B,1.4227938484316025,103.77748535931842
462152,152B Bedok South Horizon,Level 1 Lift Lobby B,1.2896445838827069,103.91538482194156
544985,The Quartz,Level 1 Guardhouse,1.2520193329610094,103.99428855859824
139212,Rochester Common,Level 1 Lift Lobby,1.4068861456603408,103.76590885555602
529915,Changi-Simei Community Building,Level 1 Lift Lobby,1.2942392334874093,103.68590821168173
279621,Ulu Pandan Community Building,Level 1 Inside Gym,1.390926615735851,103.86521352832247
408528,Wisma Geylang Serai,Level 1 Inside Anjung@WGS,1.2831869066888884,103.72921723394349
589742,Sian Tuan Interim Park,Level 1 Inside Park,1.457028958555113,103.67383392653261
588132,Bukit Regency,Level 1 Guardhouse,1.3673467777811823,103.90284543186131
555852,,Level 1 Lobby,1.2683601392121173,103.86458904159953
739011,Bellewoods,Level 1 Guardhouse,1.2949686372620193,103.74794400681216
342109,109B Alkaff Oasis,Level 1 Lift Lobby B,1.302491464883359,103.6437052478971
342108,108B Alkaff Oasis,Level 1 Lift Lobby A,1.2956587263363355,103.87787469279137
341110,110A Alkaff Oasis,Level 1 Lift Lobby A,1.2830240625733111,103.84167506126052
611166,166A Yung Kuang Court,Level 1 Lift Lobby B,1.3787476814664354,103.67752049587311
341112,112A Alkaff Oasis,Level 1 Lift Lobby A,1.452144158530386,103.73705505296046
342107,107B Alkaff Oasis,Level 1 Lift Lobby A,1.272065004223218,103.8487493938176
341113,113A Alkaff Crescent,Level 1 Lift Lobby A,1.2804530478835345,103.83106393858297
341114,114A Alkaff Crescent,Level 1 Lift Lobby B,1.3727592843707503,103.72812255306143
341111,111A Alkaff Oasis,Level 1 Lift Lobby A,1.3759269660653461,103.9016069621587
611165,165A Yung Kuang Court,Level 1 Lift Lobby B,1.2578858097483812,103.75619732482762
227968,School Of The Arts Singapore (SOTA),Level 9 Outside A9-19,1.3525221061493082,103.74698164827912
528704,United World College of South East Asia (East Campus),Level 3 Field At Spectator Stand,1.221393784954927,103.8338304373328
486047,ITE College East,Level 2 International Hall,1.298659922601581,103.78332465189746
486047,ITE College East,Level 3 Business Block Near Lift Lobby,1.298659922601581,103.78332465189746
486047,ITE College East,Level 5 Business Block Near Lift Lobby,1.298659922601581,103.78332465189746
486047,ITE College East,Level 1 Inside Amphitheatre,1.298659922601581,103.78332465189746
486047,ITE College East,Level 1 Admin Block Near Lift Lobby,1.298659922601581,103.78332465189746
486047,ITE College East,Level 3 Admin Block Near Lift Lobby,1.298659922601581,103.78332465189746
486047,ITE College East,Level 5 Admin Block Near Lift Lobby,1.298659922601581,103.78332465189746
486047,ITE College East,Level 1 Tech Block Lift Lobby,1.298659922601581,103.78332465189746
486047,ITE College East,Level 3 Tech Block Near Lift Lobby,1.298659922601581,103.78332465189746
486047,ITE College East,Level 5 Tech Block Near Lift Lobby,1.298659922601581,103.78332465189746
486047,ITE College East,Level 1 Inside Fire Command Centre,1.298659922601581,103.78332465189746
609259,SHC Industrial Building,Level 1 Beside Receptionist Desk,1.4141469879072819,103.81235914466784
609261,,Level 1 Beside Receptionist Desk,1.3396463645747227,103.91784775692703
628444,,Level 1 Beside Receptionist Desk,1.3675542376337502,103.80787238194995
408533,PLQ1/PLQ2,Level 11 Fire Lift 1 Lobby,1.2265456090212896,103.8728476289485
437161,PLQ3,Level 13 Fire Lift 1 Lobby,1.4534086516045504,103.9341447161486
437161,PLQ3,Level 5 Fire Lift 1 Lobby,1.4534086516045504,103.9341447161486
408533,PLQ1/PLQ2,Level 7 Fire Lift 1 Lobby,1.2265456090212896,103.8728476289485
437161,PLQ3,Level 7 Fire Lift 1 Lobby,1.4534086516045504,103.9341447161486
437161,PLQ3,Level 10 Fire Lift 1 Lobby,1.4534086516045504,103.9341447161486
408533,PLQ1/PLQ2,Level 11 Fire Lift 3 Lobby,1.2265456090212896,103.8728476289485
408533,PLQ1/PLQ2,Level 14 Fire Lift 1 Lobby,1.2265456090212896,103.8728476289485
408533,PLQ1/PLQ2,Level 14 Fire Lift 3 Lobby,1.2265456090212896,103.8728476289485
437161,PLQ3,Level 3 Passenger Lift 8 & 9 Lobby,1.4534086516045504,103.9341447161486
408533,PLQ1/PLQ2,Level 7 Fire Lift 3 Lobby,1.2265456090212896,103.8728476289485
408533,PLQ1/PLQ2,Level 2 Passenger Lift 13 & 14 Lobby,1.2265456090212896,103.8728476289485
408533,PLQ1/PLQ2,Level 4 Fire Lift 1 Lobby,1.2265456090212896,103.8728476289485
408533,PLQ1/PLQ2,Level 4 Fire Lift 3 Lobby,1.2265456090212896,103.8728476289485
797650,Fernvale Community Centre,Level 1 Outside Constituency Office,1.4353831697592412,103.66975522785236
797650,Fernvale Community Centre,Level 4 Outside Toilets,1.4353831697592412,103.66975522785236
544583,Rivervale Community Centre,Level 1 Outside Lift Lobby,1.4496679927920182,103.60350137138703
544583,Rivervale Community Centre,Level 4 Outside Lift Lobby,1.4496679927920182,103.60350137138703
738963,Republic Polytechnic,"Level 1 On Pillar, Near Block W2 Foyer",1.4004639827993695,103.781084504791
599494,Singapore University of Social Sciences,"Level 1 Block C, Lift Lobby (C1)",1.337681998034765,103.62149692219344
599494,Singapore University of Social Sciences,"Level 6 Block C, Lift Lobby (C2)",1.337681998034765,103.62149692219344
599494,Singapore University of Social Sciences,"Level 6 Block C, Lift Lobby (C1)",1.337681998034765,103.62149692219344
599494,Singapore University of Social Sciences,"Level 1 Block C, Lift Lobby (C2)",1.337681998034765,103.62149692219344
599494,Singapore University of Social Sciences,"Level 6 Block C, Lift Lobby (C3)",1.337681998034765,103.62149692219344
599494,Singapore University of Social Sciences,"Level 1 Block C, Lift Lobby (C3)",1.337681998034765,103.62149692219344
529427,Tampines Secondary School,Level 1 Blk L Toilet beside School Field (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3301901561639453,103.7137138891781
599494,Singapore University Of Social Sciences,"Level 1 Block D, Lift Lobby",1.337681998034765,103.62149692219344
599494,Singapore University Of Social Sciences,"Level 4 Block D, Lift Lobby",1.337681998034765,103.62149692219344
599489,Ngee Ann Polytechnic,"Level 5 Block 82, Inside SUSS Office",1.4356442032735328,103.68640204330958
518799,Tampines Meridian Junior College,Level 1 OSO Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4324628405826392,103.60824365296938
569228,Jing Shan Primary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2956630311461597,103.93844913310214
518799,Tampines Meridian Junior College,Level 1 Outside Library (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4324628405826392,103.60824365296938
599491,SIM Headquarters,"Level 6 Block B, Inside SUSS Office Pantry",1.423975952624815,103.77478518875452
554350,Early Learning Village,"Level 5 Block B, Outside Lift Lobby B",1.2295694932340837,103.68918043856131
599491,SIM Headquarters,"Level 1 Block A, Inside Gym",1.423975952624815,103.77478518875452
768611,Xishan Primary School,Level 1 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4365010902295756,103.77266752382636
737803,Riverside Primary School,Level 1 Outside MOE Kindergarten Admin Office,1.391942486165325,103.6683262086794
599489,Ngee Ann Polytechnic,"Level 7 Block 82, Inside SUSS Office",1.4356442032735328,103.68640204330958
538789,Xinmin Secondary School,Level 2 Outside Staff Room,1.4340853687952597,103.90745068399845
148812,New Town Primary School,Level 1 Block 4 Open Area Beside Playground (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3611262011868435,103.67120226132985
768960,North View Primary School,Level 1 ISH Lift Lobby,1.3803718727170975,103.87303902443888
599489,Ngee Ann Polytechnic,"Level 1 Block 82, Inside SUSS Office",1.4356442032735328,103.68640204330958
579528,Sembawang Baptist Church,Level 1 Outside Entrance,1.2561120447927379,103.6250192949302
738990,Woodgrove Secondary School,Level 3 Outside Library,1.352809360242945,103.60136230757092
768610,Yishun Town Secondary School,Level 1 Inside ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3365123858729244,103.7333733699641
518901,Meridian Secondary School,Level 1 Inside Toilet Hut (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2825672107167512,103.62117398691102
536742,"Paya Lebar Methodist Girls' School, Secondary",Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3783331212070165,103.93759656205191
529565,Tampines North Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4574161839697197,103.60019387769204
538789,Xinmin Secondary School,Level 3 Outside Lift Lobby,1.4340853687952597,103.90745068399845
599494,Singapore University Of Social Sciences,"Level 2 Block D, Lift Lobby",1.337681998034765,103.62149692219344
